WeekEnding,HSCP,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20200830,S37000001,Emergency,,Cardiology,,11,11.5,-4.3
20200830,S37000001,Emergency,,Medical (excl. Cardiology & Cancer),,208,194.5,6.9
20200830,S37000001,Emergency,,Medical (incl. Cardiology & Cancer),,231,212,9
20200830,S37000001,Emergency,,Paediatrics (medical & surgical),,51,46,10.9
20200830,S37000001,Emergency,,Paediatrics (medical),,48,42,14.3
20200830,S37000001,Emergency,,Surgery,,113,106.5,6.1
20200830,S37000002,Emergency,,Accident & Emergency,,6,19,-68.4
20200830,S37000002,Emergency,,All,d,421,433,-2.8
20200830,S37000002,Emergency,,Cancer,,8,7,14.3
20200830,S37000002,Emergency,,Cardiology,,17,10,70
20200830,S37000002,Emergency,,Community,,29,34.5,-15.9
20200830,S37000002,Emergency,,Medical (excl. Cardiology & Cancer),,174,180,-3.3
20200830,S37000002,Emergency,,Medical (incl. Cardiology & Cancer),,199,197,1
20200830,S37000002,Emergency,,Paediatrics (medical & surgical),,54,47.5,13.7
20200830,S37000002,Emergency,,Paediatrics (medical),,47,41,14.6
20200830,S37000002,Emergency,,Paediatrics (surgical),,7,6.5,7.7
20200830,S37000002,Emergency,,Surgery,,129,129.5,-0.4
20200830,S37000003,Emergency,,Accident & Emergency,,21,16,31.2
20200830,S37000003,Emergency,,All,d,207,235,-11.9
20200830,S37000003,Emergency,,Gynaecology,,5,3,66.7
20200830,S37000003,Emergency,,Medical (excl. Cardiology & Cancer),,98,105.5,-7.1
20200830,S37000003,Emergency,,Medical (incl. Cardiology & Cancer),,105,116.5,-9.9
20200830,S37000003,Emergency,,Paediatrics (medical & surgical),,22,30.5,-27.9
20200830,S37000003,Emergency,,Paediatrics (medical),,22,30.5,-27.9
20200830,S37000003,Emergency,,Surgery,,54,68,-20.6
20200830,S37000004,Emergency,,All,d,156,193,-19.2
20200830,S37000004,Emergency,,Community,,45,47.5,-5.3
20200830,S37000004,Emergency,,Medical (excl. Cardiology & Cancer),,61,86.5,-29.5
20200830,S37000004,Emergency,,Medical (incl. Cardiology & Cancer),,61,89.5,-31.8
20200830,S37000004,Emergency,,Surgery,,44,47,-6.4
20200830,S37000005,Emergency,,All,d,231,386,-40.2
20200830,S37000005,Emergency,,Gynaecology,,8,15.5,-48.4
20200830,S37000005,Emergency,,Medical (excl. Cardiology & Cancer),,126,202,-37.6
20200830,S37000005,Emergency,,Medical (incl. Cardiology & Cancer),,129,211.5,-39
20200830,S37000005,Emergency,,Paediatrics (medical & surgical),,28,53.5,-47.7
20200830,S37000005,Emergency,,Paediatrics (medical),,28,53,-47.2
20200830,S37000005,Emergency,,Surgery,,62,101,-38.6
20200830,S37000006,Emergency,,All,d,318,304.5,4.4
20200830,S37000006,Emergency,,Community,,18,17.5,2.9
20200830,S37000006,Emergency,,Gynaecology,,10,10.5,-4.8
20200830,S37000006,Emergency,,Medical (excl. Cardiology & Cancer),,176,161,9.3
20200830,S37000006,Emergency,,Medical (incl. Cardiology & Cancer),,178,162.5,9.5
20200830,S37000006,Emergency,,Paediatrics (medical & surgical),,39,35,11.4
20200830,S37000006,Emergency,,Paediatrics (medical),,39,35,11.4
20200830,S37000006,Emergency,,Surgery,,72,79,-8.9
20200830,S37000007,Emergency,,Accident & Emergency,,42,44,-4.5
20200830,S37000007,Emergency,,All,d,332,369,-10
20200830,S37000007,Emergency,,Medical (excl. Cardiology & Cancer),,166,175,-5.1
20200830,S37000007,Emergency,,Medical (incl. Cardiology & Cancer),,174,183.5,-5.2
20200830,S37000007,Emergency,,Paediatrics (medical & surgical),,39,55.5,-29.7
20200830,S37000007,Emergency,,Paediatrics (medical),,38,55.5,-31.5
20200830,S37000007,Emergency,,Surgery,,74,76,-2.6
20200830,S37000008,Emergency,,All,d,285,330.5,-13.8
20200830,S37000008,Emergency,,Medical (excl. Cardiology & Cancer),,175,196,-10.7
20200830,S37000008,Emergency,,Medical (incl. Cardiology & Cancer),,178,201,-11.4
20200830,S37000008,Emergency,,Paediatrics (medical & surgical),,32,49.5,-35.4
20200830,S37000008,Emergency,,Paediatrics (medical),,30,48.5,-38.1
20200830,S37000008,Emergency,,Surgery,,75,75,0
20200830,S37000009,Emergency,,All,d,183,189.5,-3.4
20200830,S37000009,Emergency,,Cardiology,,8,10,-20
20200830,S37000009,Emergency,,Medical (excl. Cardiology & Cancer),,85,100.5,-15.4
20200830,S37000009,Emergency,,Medical (incl. Cardiology & Cancer),,95,117.5,-19.1
20200830,S37000009,Emergency,,Paediatrics (medical & surgical),,23,16,43.8
20200830,S37000009,Emergency,,Paediatrics (medical),,22,15,46.7
20200830,S37000009,Emergency,,Surgery,,60,50.5,18.8
20200830,S37000010,Emergency,,Accident & Emergency,,35,8.5,311.8
20200830,S37000010,Emergency,,All,d,249,197.5,26.1
20200830,S37000010,Emergency,,Cardiology,,7,2,250
20200830,S37000010,Emergency,,Medical (excl. Cardiology & Cancer),,121,97,24.7
20200830,S37000010,Emergency,,Medical (incl. Cardiology & Cancer),,132,104.5,26.3
20200830,S37000010,Emergency,,Paediatrics (medical & surgical),,11,18,-38.9
20200830,S37000010,Emergency,,Paediatrics (medical),,9,16.5,-45.5
20200830,S37000010,Emergency,,Surgery,,68,60.5,12.4
20200830,S37000011,Emergency,,All,d,170,160.5,5.9
20200830,S37000011,Emergency,,Medical (excl. Cardiology & Cancer),,109,96,13.5
20200830,S37000011,Emergency,,Medical (incl. Cardiology & Cancer),,113,101,11.9
20200830,S37000011,Emergency,,Paediatrics (medical & surgical),,17,16,6.2
20200830,S37000011,Emergency,,Paediatrics (medical),,15,14,7.1
20200830,S37000011,Emergency,,Surgery,,35,39,-10.3
20200830,S37000012,Emergency,,Accident & Emergency,,107,46,132.6
20200830,S37000012,Emergency,,All,d,846,826,2.4
20200830,S37000012,Emergency,,Cancer,,38,32,18.8
20200830,S37000012,Emergency,,Cardiology,,16,14,14.3
20200830,S37000012,Emergency,,Community,,5,0.5,900
20200830,S37000012,Emergency,,Gynaecology,,9,15.5,-41.9
20200830,S37000012,Emergency,,Medical (excl. Cardiology & Cancer),,415,417.5,-0.6
20200830,S37000012,Emergency,,Medical (incl. Cardiology & Cancer),,469,463.5,1.2
20200830,S37000012,Emergency,,Paediatrics (medical & surgical),,57,70.5,-19.1
20200830,S37000012,Emergency,,Paediatrics (medical),,48,61.5,-22
20200830,S37000012,Emergency,,Paediatrics (surgical),,9,9,0
20200830,S37000012,Emergency,,Surgery,,199,230,-13.5
20200830,S37000013,Emergency,,Accident & Emergency,,9,3,200
20200830,S37000013,Emergency,,All,d,333,464.5,-28.3
20200830,S37000013,Emergency,,Gynaecology,,14,18.5,-24.3
20200830,S37000013,Emergency,,Medical (excl. Cardiology & Cancer),,179,250.5,-28.5
20200830,S37000013,Emergency,,Medical (incl. Cardiology & Cancer),,181,260.5,-30.5
20200830,S37000013,Emergency,,Paediatrics (medical & surgical),,40,64.5,-38
20200830,S37000013,Emergency,,Paediatrics (medical),,40,63.5,-37
20200830,S37000013,Emergency,,Surgery,,89,117.5,-24.3
20200830,S37000016,Emergency,,All,d,470,528,-11
20200830,S37000016,Emergency,,Community,,26,22.5,15.6
20200830,S37000016,Emergency,,Gynaecology,,16,11.5,39.1
20200830,S37000016,Emergency,,Medical (excl. Cardiology & Cancer),,247,276,-10.5
20200830,S37000016,Emergency,,Medical (incl. Cardiology & Cancer),,251,281,-10.7
20200830,S37000016,Emergency,,Paediatrics (medical & surgical),,49,54,-9.3
20200830,S37000016,Emergency,,Paediatrics (medical),,47,53.5,-12.1
20200830,S37000016,Emergency,,Surgery,,126,158,-20.3
20200830,S37000017,Emergency,,All,d,164,190,-13.7
20200830,S37000017,Emergency,,Medical (excl. Cardiology & Cancer),,115,130,-11.5
20200830,S37000017,Emergency,,Medical (incl. Cardiology & Cancer),,116,132.5,-12.5
20200830,S37000017,Emergency,,Paediatrics (medical & surgical),,17,7,142.9
20200830,S37000017,Emergency,,Paediatrics (medical),,15,7,114.3
20200830,S37000017,Emergency,,Surgery,,29,49,-40.8
20200830,S37000018,Emergency,,Accident & Emergency,,39,13,200
20200830,S37000018,Emergency,,All,d,205,196.5,4.3
20200830,S37000018,Emergency,,Cancer,,14,6,133.3
20200830,S37000018,Emergency,,Gynaecology,,6,3.5,71.4
20200830,S37000018,Emergency,,Medical (excl. Cardiology & Cancer),,85,100.5,-15.4
20200830,S37000018,Emergency,,Medical (incl. Cardiology & Cancer),,100,110,-9.1
20200830,S37000018,Emergency,,Paediatrics (medical & surgical),,24,18,33.3
20200830,S37000018,Emergency,,Paediatrics (medical),,22,16,37.5
20200830,S37000018,Emergency,,Surgery,,36,52,-30.8
20200830,S37000019,Emergency,,Accident & Emergency,,23,8,187.5
20200830,S37000019,Emergency,,All,d,163,162,0.6
20200830,S37000019,Emergency,,Community,,8,5.5,45.5
20200830,S37000019,Emergency,,Medical (excl. Cardiology & Cancer),,59,76.5,-22.9
20200830,S37000019,Emergency,,Medical (incl. Cardiology & Cancer),,64,78.5,-18.5
20200830,S37000019,Emergency,,Paediatrics (medical & surgical),,29,22,31.8
20200830,S37000019,Emergency,,Paediatrics (medical),,28,20.5,36.6
20200830,S37000019,Emergency,,Surgery,,38,47.5,-20
20200830,S37000020,Emergency,,All,d,372,400,-7
20200830,S37000020,Emergency,,Medical (excl. Cardiology & Cancer),,220,221,-0.5
20200830,S37000020,Emergency,,Medical (incl. Cardiology & Cancer),,224,232.5,-3.7
20200830,S37000020,Emergency,,Paediatrics (medical & surgical),,41,59,-30.5
20200830,S37000020,Emergency,,Paediatrics (medical),,41,57.5,-28.7
20200830,S37000020,Emergency,,Surgery,,103,104,-1
20200830,S37000022,Emergency,,All,d,43,35,22.9
20200830,S37000022,Emergency,,Medical (excl. Cardiology & Cancer),,20,21.5,-7
20200830,S37000022,Emergency,,Medical (incl. Cardiology & Cancer),,21,22,-4.5
20200830,S37000022,Emergency,,Surgery,,21,11,90.9
20200830,S37000024,Emergency,,All,d,316,355.5,-11.1
20200830,S37000024,Emergency,,Cardiology,,9,13.5,-33.3
20200830,S37000024,Emergency,,Medical (excl. Cardiology & Cancer),,202,202,0
20200830,S37000024,Emergency,,Medical (incl. Cardiology & Cancer),,213,220,-3.2
20200830,S37000024,Emergency,,Paediatrics (medical & surgical),,24,26.5,-9.4
20200830,S37000024,Emergency,,Paediatrics (medical),,22,25.5,-13.7
20200830,S37000024,Emergency,,Surgery,,73,94.5,-22.8
20200830,S37000025,Emergency,,All,d,203,238,-14.7
20200830,S37000025,Emergency,,Cardiology,,13,8.5,52.9
20200830,S37000025,Emergency,,Medical (excl. Cardiology & Cancer),,110,130,-15.4
20200830,S37000025,Emergency,,Medical (incl. Cardiology & Cancer),,123,141.5,-13.1
20200830,S37000025,Emergency,,Paediatrics (medical & surgical),,18,35,-48.6
20200830,S37000025,Emergency,,Paediatrics (medical),,17,35,-51.4
20200830,S37000025,Emergency,,Surgery,,57,58.5,-2.6
20200830,S37000026,Emergency,,All,d,31,42.5,-27.1
20200830,S37000026,Emergency,,Medical (excl. Cardiology & Cancer),,18,22.5,-20
20200830,S37000026,Emergency,,Medical (incl. Cardiology & Cancer),,20,23.5,-14.9
20200830,S37000026,Emergency,,Surgery,,10,17.5,-42.9
20200830,S37000027,Emergency,,Accident & Emergency,,5,13,-61.5
20200830,S37000027,Emergency,,All,d,372,344,8.1
20200830,S37000027,Emergency,,Cardiology,,8,4,100
20200830,S37000027,Emergency,,Medical (excl. Cardiology & Cancer),,218,205,6.3
20200830,S37000027,Emergency,,Medical (incl. Cardiology & Cancer),,226,210.5,7.4
20200830,S37000027,Emergency,,Paediatrics (medical & surgical),,31,36,-13.9
20200830,S37000027,Emergency,,Paediatrics (medical),,31,36,-13.9
20200830,S37000027,Emergency,,Surgery,,110,84.5,30.2
20200830,S37000028,Emergency,,Accident & Emergency,,6,4.5,33.3
20200830,S37000028,Emergency,,All,d,678,758,-10.6
20200830,S37000028,Emergency,,Cardiology,,28,49.5,-43.4
20200830,S37000028,Emergency,,Gynaecology,,10,11,-9.1
20200830,S37000028,Emergency,,Medical (excl. Cardiology & Cancer),,385,414,-7
20200830,S37000028,Emergency,,Medical (incl. Cardiology & Cancer),,416,469.5,-11.4
20200830,S37000028,Emergency,,Paediatrics (medical & surgical),,58,60,-3.3
20200830,S37000028,Emergency,,Paediatrics (medical),,57,59.5,-4.2
20200830,S37000028,Emergency,,Surgery,,188,213,-11.7
20200830,S37000029,Emergency,,All,d,212,186.5,13.7
20200830,S37000029,Emergency,,Medical (excl. Cardiology & Cancer),,131,108.5,20.7
20200830,S37000029,Emergency,,Medical (incl. Cardiology & Cancer),,136,113.5,19.8
20200830,S37000029,Emergency,,Paediatrics (medical & surgical),,26,14,85.7
20200830,S37000029,Emergency,,Paediatrics (medical),,23,13,76.9
20200830,S37000029,Emergency,,Surgery,,49,54,-9.3
20200830,S37000030,Emergency,,Accident & Emergency,,55,53.5,2.8
20200830,S37000030,Emergency,,All,d,427,416.5,2.5
20200830,S37000030,Emergency,,Cardiology,,12,11,9.1
20200830,S37000030,Emergency,,Gynaecology,,6,9,-33.3
20200830,S37000030,Emergency,,Medical (excl. Cardiology & Cancer),,207,193.5,7
20200830,S37000030,Emergency,,Medical (incl. Cardiology & Cancer),,222,208,6.7
20200830,S37000030,Emergency,,Paediatrics (medical & surgical),,48,54.5,-11.9
20200830,S37000030,Emergency,,Paediatrics (medical),,44,48,-8.3
20200830,S37000030,Emergency,,Surgery,,96,91.5,4.9
20200830,S37000031,Emergency,,All,d,50,66.5,-24.8
20200830,S37000031,Emergency,,Community,,9,10.5,-14.3
20200830,S37000031,Emergency,,Medical (excl. Cardiology & Cancer),,28,34.5,-18.8
20200830,S37000031,Emergency,,Medical (incl. Cardiology & Cancer),,29,35,-17.1
20200830,S37000031,Emergency,,Surgery,,10,16.5,-39.4
20200830,S37000032,Emergency,,Accident & Emergency,,61,57.5,6.1
20200830,S37000032,Emergency,,All,d,793,915.5,-13.4
20200830,S37000032,Emergency,,Cardiology,,21,43,-51.2
20200830,S37000032,Emergency,,Community,,11,9.5,15.8
20200830,S37000032,Emergency,,Gynaecology,,17,19,-10.5
20200830,S37000032,Emergency,,Medical (excl. Cardiology & Cancer),,378,463,-18.4
20200830,S37000032,Emergency,,Medical (incl. Cardiology & Cancer),,403,513,-21.4
20200830,S37000032,Emergency,,Paediatrics (medical & surgical),,89,100.5,-11.4
20200830,S37000032,Emergency,,Paediatrics (medical),,87,95.5,-8.9
20200830,S37000032,Emergency,,Surgery,,212,216,-1.9
20200830,S37000033,Emergency,,Accident & Emergency,,11,7,57.1
20200830,S37000033,Emergency,,All,d,337,328,2.7
20200830,S37000033,Emergency,,Cancer,,5,5.5,-9.1
20200830,S37000033,Emergency,,Cardiology,,14,8,75
20200830,S37000033,Emergency,,Medical (excl. Cardiology & Cancer),,183,165.5,10.6
20200830,S37000033,Emergency,,Medical (incl. Cardiology & Cancer),,202,179,12.8
20200830,S37000033,Emergency,,Paediatrics (medical & surgical),,36,37.5,-4
20200830,S37000033,Emergency,,Paediatrics (medical),,35,37,-5.4
20200830,S37000033,Emergency,,Surgery,,81,87,-6.9
20200830,S37000034,Emergency,,Accident & Emergency,,29,26.5,9.4
20200830,S37000034,Emergency,,All,d,1285,1350.5,-4.9
20200830,S37000034,Emergency,,Cancer,,9,12,-25
20200830,S37000034,Emergency,,Cardiology,,45,52.5,-14.3
20200830,S37000034,Emergency,,Gynaecology,,26,11.5,126.1
20200830,S37000034,Emergency,,Medical (excl. Cardiology & Cancer),,735,775,-5.2
20200830,S37000034,Emergency,,Medical (incl. Cardiology & Cancer),,789,839.5,-6
20200830,S37000034,Emergency,,Paediatrics (medical & surgical),,114,111,2.7
20200830,S37000034,Emergency,,Paediatrics (medical),,107,100.5,6.5
20200830,S37000034,Emergency,,Paediatrics (surgical),,7,10.5,-33.3
20200830,S37000034,Emergency,,Surgery,,327,362,-9.7
20200830,S37000035,Emergency,,Accident & Emergency,,11,9,22.2
20200830,S37000035,Emergency,,All,d,845,890,-5.1
20200830,S37000035,Emergency,,Cardiology,,63,47,34
20200830,S37000035,Emergency,,Gynaecology,,11,10.5,4.8
20200830,S37000035,Emergency,,Medical (excl. Cardiology & Cancer),,514,508,1.2
20200830,S37000035,Emergency,,Medical (incl. Cardiology & Cancer),,580,559,3.8
20200830,S37000035,Emergency,,Paediatrics (medical & surgical),,75,107,-29.9
20200830,S37000035,Emergency,,Paediatrics (medical),,69,103.5,-33.3
20200830,S37000035,Emergency,,Paediatrics (surgical),,6,3.5,71.4
20200830,S37000035,Emergency,,Surgery,,168,204,-17.6
20200906,S37000001,Emergency,,All,d,394,408,-3.4
20200906,S37000001,Emergency,,Cancer,,9,12.5,-28
20200906,S37000001,Emergency,,Cardiology,,12,12,0
20200906,S37000001,Emergency,,Medical (excl. Cardiology & Cancer),,209,180.5,15.8
20200906,S37000001,Emergency,,Medical (incl. Cardiology & Cancer),,230,205,12.2
20200906,S37000001,Emergency,,Paediatrics (medical & surgical),,55,47,17
20200906,S37000001,Emergency,,Paediatrics (medical),,52,45,15.6
20200906,S37000001,Emergency,,Surgery,,104,129,-19.4
20200906,S37000002,Emergency,,All,d,392,420,-6.7
20200906,S37000002,Emergency,,Cancer,,9,10.5,-14.3
20200906,S37000002,Emergency,,Cardiology,,18,12,50
20200906,S37000002,Emergency,,Community,,26,36.5,-28.8
20200906,S37000002,Emergency,,Medical (excl. Cardiology & Cancer),,183,156.5,16.9
20200906,S37000002,Emergency,,Medical (incl. Cardiology & Cancer),,210,179,17.3
20200906,S37000002,Emergency,,Paediatrics (medical & surgical),,44,48.5,-9.3
20200906,S37000002,Emergency,,Paediatrics (medical),,40,45.5,-12.1
20200906,S37000002,Emergency,,Surgery,,106,128,-17.2
20200906,S37000003,Emergency,,Accident & Emergency,,17,20.5,-17.1
20200906,S37000003,Emergency,,All,d,218,259,-15.8
20200906,S37000003,Emergency,,Cancer,,5,7,-28.6
20200906,S37000003,Emergency,,Medical (excl. Cardiology & Cancer),,105,121,-13.2
20200906,S37000003,Emergency,,Medical (incl. Cardiology & Cancer),,114,133,-14.3
20200906,S37000003,Emergency,,Paediatrics (medical & surgical),,25,35,-28.6
20200906,S37000003,Emergency,,Paediatrics (medical),,25,35,-28.6
20200906,S37000003,Emergency,,Surgery,,59,64.5,-8.5
20200906,S37000004,Emergency,,All,d,146,174,-16.1
20200906,S37000004,Emergency,,Community,,45,46,-2.2
20200906,S37000004,Emergency,,Medical (excl. Cardiology & Cancer),,60,70.5,-14.9
20200906,S37000004,Emergency,,Medical (incl. Cardiology & Cancer),,64,73,-12.3
20200906,S37000004,Emergency,,Surgery,,32,43.5,-26.4
20200906,S37000005,Emergency,,Accident & Emergency,,6,3.5,71.4
20200906,S37000005,Emergency,,All,d,283,368,-23.1
20200906,S37000005,Emergency,,Gynaecology,,9,12.5,-28
20200906,S37000005,Emergency,,Medical (excl. Cardiology & Cancer),,158,216.5,-27
20200906,S37000005,Emergency,,Medical (incl. Cardiology & Cancer),,161,221.5,-27.3
20200906,S37000005,Emergency,,Paediatrics (medical & surgical),,19,47.5,-60
20200906,S37000005,Emergency,,Paediatrics (medical),,19,47.5,-60
20200906,S37000005,Emergency,,Surgery,,88,82.5,6.7
20200906,S37000006,Emergency,,All,d,327,365,-10.4
20200906,S37000006,Emergency,,Community,,21,19.5,7.7
20200906,S37000006,Emergency,,Gynaecology,,10,13.5,-25.9
20200906,S37000006,Emergency,,Medical (excl. Cardiology & Cancer),,181,190,-4.7
20200906,S37000006,Emergency,,Medical (incl. Cardiology & Cancer),,187,190.5,-1.8
20200906,S37000006,Emergency,,Paediatrics (medical & surgical),,31,35.5,-12.7
20200906,S37000006,Emergency,,Paediatrics (medical),,31,35.5,-12.7
20200906,S37000006,Emergency,,Surgery,,77,105.5,-27
20200906,S37000007,Emergency,,Accident & Emergency,,45,37.5,20
20200906,S37000007,Emergency,,All,d,320,350.5,-8.7
20200906,S37000007,Emergency,,Cancer,,5,8,-37.5
20200906,S37000007,Emergency,,Cardiology,,5,8,-37.5
20200906,S37000007,Emergency,,Medical (excl. Cardiology & Cancer),,149,173.5,-14.1
20200906,S37000007,Emergency,,Medical (incl. Cardiology & Cancer),,159,189.5,-16.1
20200906,S37000007,Emergency,,Paediatrics (medical & surgical),,27,39.5,-31.6
20200906,S37000007,Emergency,,Paediatrics (medical),,27,39.5,-31.6
20200906,S37000007,Emergency,,Surgery,,85,74,14.9
20200906,S37000008,Emergency,,All,d,293,346.5,-15.4
20200906,S37000008,Emergency,,Medical (excl. Cardiology & Cancer),,187,201.5,-7.2
20200906,S37000008,Emergency,,Medical (incl. Cardiology & Cancer),,189,204.5,-7.6
20200906,S37000008,Emergency,,Paediatrics (medical & surgical),,30,61,-50.8
20200906,S37000008,Emergency,,Paediatrics (medical),,28,60.5,-53.7
20200906,S37000008,Emergency,,Surgery,,71,74.5,-4.7
20200906,S37000009,Emergency,,All,d,181,185,-2.2
20200906,S37000009,Emergency,,Cardiology,,7,9,-22.2
20200906,S37000009,Emergency,,Medical (excl. Cardiology & Cancer),,99,101,-2
20200906,S37000009,Emergency,,Medical (incl. Cardiology & Cancer),,109,111,-1.8
20200906,S37000009,Emergency,,Paediatrics (medical & surgical),,19,10,90
20200906,S37000009,Emergency,,Paediatrics (medical),,19,9,111.1
20200906,S37000009,Emergency,,Surgery,,50,61.5,-18.7
20200906,S37000010,Emergency,,Accident & Emergency,,21,9.5,121.1
20200906,S37000010,Emergency,,All,d,198,189,4.8
20200906,S37000010,Emergency,,Cardiology,,7,5.5,27.3
20200906,S37000010,Emergency,,Medical (excl. Cardiology & Cancer),,99,93,6.5
20200906,S37000010,Emergency,,Medical (incl. Cardiology & Cancer),,110,104,5.8
20200906,S37000010,Emergency,,Paediatrics (medical & surgical),,7,18,-61.1
20200906,S37000010,Emergency,,Paediatrics (medical),,6,16,-62.5
20200906,S37000010,Emergency,,Surgery,,56,55,1.8
20200906,S37000011,Emergency,,All,d,157,150.5,4.3
20200906,S37000011,Emergency,,Medical (excl. Cardiology & Cancer),,90,81,11.1
20200906,S37000011,Emergency,,Medical (incl. Cardiology & Cancer),,96,85.5,12.3
20200906,S37000011,Emergency,,Paediatrics (medical & surgical),,16,21.5,-25.6
20200906,S37000011,Emergency,,Paediatrics (medical),,13,20.5,-36.6
20200906,S37000011,Emergency,,Surgery,,44,41,7.3
20200906,S37000012,Emergency,,Accident & Emergency,,93,54.5,70.6
20200906,S37000012,Emergency,,All,d,906,831.5,9
20200906,S37000012,Emergency,,Cancer,,51,31,64.5
20200906,S37000012,Emergency,,Cardiology,,13,15.5,-16.1
20200906,S37000012,Emergency,,Community,,7,0.5,1300
20200906,S37000012,Emergency,,Gynaecology,,13,13.5,-3.7
20200906,S37000012,Emergency,,Medical (excl. Cardiology & Cancer),,464,432,7.4
20200906,S37000012,Emergency,,Medical (incl. Cardiology & Cancer),,528,478.5,10.3
20200906,S37000012,Emergency,,Paediatrics (medical & surgical),,52,52,0
20200906,S37000012,Emergency,,Paediatrics (medical),,45,45.5,-1.1
20200906,S37000012,Emergency,,Paediatrics (surgical),,7,6.5,7.7
20200906,S37000012,Emergency,,Surgery,,213,232.5,-8.4
20200906,S37000013,Emergency,,All,d,337,457,-26.3
20200906,S37000013,Emergency,,Gynaecology,,9,16,-43.8
20200906,S37000013,Emergency,,Medical (excl. Cardiology & Cancer),,201,251,-19.9
20200906,S37000013,Emergency,,Medical (incl. Cardiology & Cancer),,203,254.5,-20.2
20200906,S37000013,Emergency,,Paediatrics (medical & surgical),,40,69,-42
20200906,S37000013,Emergency,,Paediatrics (medical),,40,68,-41.2
20200906,S37000013,Emergency,,Surgery,,83,111.5,-25.6
20200906,S37000016,Emergency,,All,d,515,503,2.4
20200906,S37000016,Emergency,,Cardiology,,5,5,0
20200906,S37000016,Emergency,,Community,,25,29.5,-15.3
20200906,S37000016,Emergency,,Gynaecology,,16,15,6.7
20200906,S37000016,Emergency,,Medical (excl. Cardiology & Cancer),,285,253.5,12.4
20200906,S37000016,Emergency,,Medical (incl. Cardiology & Cancer),,290,259,12
20200906,S37000016,Emergency,,Paediatrics (medical & surgical),,61,58.5,4.3
20200906,S37000016,Emergency,,Paediatrics (medical),,60,58.5,2.6
20200906,S37000016,Emergency,,Surgery,,122,139.5,-12.5
20200906,S37000017,Emergency,,All,d,155,175.5,-11.7
20200906,S37000017,Emergency,,Medical (excl. Cardiology & Cancer),,104,116,-10.3
20200906,S37000017,Emergency,,Medical (incl. Cardiology & Cancer),,107,118,-9.3
20200906,S37000017,Emergency,,Paediatrics (medical & surgical),,9,6,50
20200906,S37000017,Emergency,,Paediatrics (medical),,8,5.5,45.5
20200906,S37000017,Emergency,,Surgery,,36,48.5,-25.8
20200906,S37000018,Emergency,,Accident & Emergency,,38,14.5,162.1
20200906,S37000018,Emergency,,All,d,191,186,2.7
20200906,S37000018,Emergency,,Cancer,,8,6.5,23.1
20200906,S37000018,Emergency,,Medical (excl. Cardiology & Cancer),,91,89.5,1.7
20200906,S37000018,Emergency,,Medical (incl. Cardiology & Cancer),,103,100.5,2.5
20200906,S37000018,Emergency,,Paediatrics (medical & surgical),,13,15.5,-16.1
20200906,S37000018,Emergency,,Paediatrics (medical),,10,15,-33.3
20200906,S37000018,Emergency,,Surgery,,37,52.5,-29.5
20200906,S37000019,Emergency,,Accident & Emergency,,16,4.5,255.6
20200906,S37000019,Emergency,,All,d,141,142.5,-1.1
20200906,S37000019,Emergency,,Community,,12,8,50
20200906,S37000019,Emergency,,Medical (excl. Cardiology & Cancer),,64,60,6.7
20200906,S37000019,Emergency,,Medical (incl. Cardiology & Cancer),,67,63.5,5.5
20200906,S37000019,Emergency,,Paediatrics (medical & surgical),,16,24.5,-34.7
20200906,S37000019,Emergency,,Paediatrics (medical),,16,22.5,-28.9
20200906,S37000019,Emergency,,Surgery,,30,40.5,-25.9
20200906,S37000020,Emergency,,All,d,356,399.5,-10.9
20200906,S37000020,Emergency,,Cardiology,,5,5,0
20200906,S37000020,Emergency,,Medical (excl. Cardiology & Cancer),,215,243.5,-11.7
20200906,S37000020,Emergency,,Medical (incl. Cardiology & Cancer),,221,249,-11.2
20200906,S37000020,Emergency,,Paediatrics (medical & surgical),,28,57.5,-51.3
20200906,S37000020,Emergency,,Paediatrics (medical),,27,56.5,-52.2
20200906,S37000020,Emergency,,Surgery,,107,85,25.9
20200906,S37000022,Emergency,,All,d,46,41,12.2
20200906,S37000022,Emergency,,Medical (excl. Cardiology & Cancer),,24,19,26.3
20200906,S37000022,Emergency,,Medical (incl. Cardiology & Cancer),,25,21,19
20200906,S37000022,Emergency,,Surgery,,20,20,0
20200906,S37000024,Emergency,,All,d,343,357,-3.9
20200906,S37000024,Emergency,,Cardiology,,13,9,44.4
20200906,S37000024,Emergency,,Medical (excl. Cardiology & Cancer),,224,209,7.2
20200906,S37000024,Emergency,,Medical (incl. Cardiology & Cancer),,238,219.5,8.4
20200906,S37000024,Emergency,,Paediatrics (medical & surgical),,25,28,-10.7
20200906,S37000024,Emergency,,Paediatrics (medical),,21,27.5,-23.6
20200906,S37000024,Emergency,,Surgery,,73,96.5,-24.4
20200906,S37000025,Emergency,,All,d,212,237.5,-10.7
20200906,S37000025,Emergency,,Cardiology,,6,14,-57.1
20200906,S37000025,Emergency,,Community,,6,4,50
20200906,S37000025,Emergency,,Medical (excl. Cardiology & Cancer),,120,121,-0.8
20200906,S37000025,Emergency,,Medical (incl. Cardiology & Cancer),,128,136.5,-6.2
20200906,S37000025,Emergency,,Paediatrics (medical & surgical),,20,32,-37.5
20200906,S37000025,Emergency,,Paediatrics (medical),,19,31.5,-39.7
